customerID,Churn
3170-NMYVV,No
9391-YZEJW,No
4361-FEBGN,No
6591-QGOYB,Yes
6418-PIQSP,No
1403-LKLIK,Yes
1395-WSWXR,No
6374-AFWOX,No
8751-EDEKA,No
9018-PCIOK,No
0410-IPFTY,Yes
3566-VVORZ,No
4160-AMJTL,No
9746-YKGXB,No
2085-BOJKI,No
7353-YOWFP,No
0506-LVNGN,No
6173-GOLSU,No
2856-NNASM,No
5067-DGXLL,No
0136-IFMYD,Yes
7608-RGIRO,No
5480-TBGPH,No
6323-AYBRX,No
7325-ENZFI,Yes
1215-VFYVK,No
3887-PBQAO,Yes
7470-MCQTK,Yes
0212-ISBBF,No
6078-VESFR,No
9236-NDUCW,No
6728-WYQBC,No
2887-JPYLU,Yes
7767-UXAGJ,Yes
6500-JVEGC,No
6689-TCZHQ,Yes
8242-JSVBO,No
9140-CZQZZ,No
3488-PGMQJ,No
7912-SYRQT,No
6302-JGYRJ,Yes
4800-VHZKI,No
7105-BENQF,Yes
9681-OXGVC,No
2720-WGKHP,No
4373-MAVJG,Yes
6993-OHLXR,No
9591-YVTEB,Yes
3976-HXHCE,No
9540-JYROE,No
9524-EGPJC,No
8752-GHJFU,No
6994-FGRHH,Yes
7928-VJYAB,Yes
1550-EENBN,No
1053-MXTTK,Yes
7952-OBOYL,No
7508-DQAKK,No
5186-SAMNZ,No
8821-XNHVZ,Yes
1113-IUJYX,No
9481-WHGWY,No
8750-QWZAJ,Yes
1697-BCSHV,Yes
2460-FPSYH,No
5787-KXGIY,No
4726-DLWQN,Yes
3348-CFRNX,No
0265-EDXBD,No
2480-JZOSN,No
3707-LRWZD,No
6828-HMKWP,No
8741-LQOBK,No
6161-UUUTA,No
7465-ZZRVX,No
3002-WQZWT,No
5902-WBLSE,No
8205-OTCHB,No
4919-MOAVT,No
5955-EPOAZ,No
0306-JAELE,No
4002-BQWPQ,No
8200-KLNYW,No
9065-ZCPQX,No
4929-BSTRX,No
8791-GFXLZ,No
2812-SFXMJ,No
4661-NJEUX,Yes
3647-GMGDH,No
3441-CGZJH,No
6467-CHFZW,Yes
3143-ILDAL,No
7181-BQYBV,No
4176-FXYBO,Yes
3761-FLYZI,No
3703-TTEPD,Yes
0257-ZESQC,No
8652-YHIYU,Yes
5993-BQHEA,No
0082-OQIQY,No
4712-AUQZO,No
2067-QYTCF,No
6380-ARCEH,No
2001-EWBQU,Yes
8065-QBYTO,No
5647-URDKA,No
3078-ZKNTS,No
0083-PIVIK,No
5524-KHNJP,No
5115-SQAAU,No
7550-WIQVA,No
3571-RFHAR,No
1088-AUUZZ,No
5149-CUZUJ,Yes
3557-HTYWR,No
5575-GNVDE,No
6664-FPDAC,No
1337-BOZWO,Yes
8775-CEBBJ,No
3308-DGHKL,Yes
6595-YGXIT,No
9481-SFCQY,Yes
0822-GAVAP,No
5149-TGWDZ,No
7997-EASSD,No
0623-IIHUG,No
1064-FBXNK,No
9932-WBWIK,No
8990-ZXLSU,No
6599-CEBNN,No
6557-BZXLQ,No
9625-QNLUX,Yes
4673-KKSLS,No
6077-BDPXA,No
0378-XSZPU,No
5448-VWNAM,No
0455-ENTCR,Yes
8380-MQINP,No
8445-DNBAE,No
3722-WPXTK,No
7908-QCBCA,No
3400-ESFUW,No
7520-HQWJU,No
5088-QZLRL,No
4800-CZMPC,No
4929-XIHVW,Yes
2886-KEFUM,No
2782-JEEBU,Yes
8246-SHFGA,No
9552-TGUZV,No
7196-LIWRH,No
4369-HTUIF,No
8580-QVLOC,No
4223-BKEOR,No
6907-NZZIJ,No
7587-AOVVU,No
7996-MHXLW,No
9274-UARKJ,No
8755-OGKNA,No
6341-AEVKX,No
0953-LGOVU,No
9725-SCPZG,Yes
7567-ECMCM,Yes
5049-MUBWG,No
1343-EHPYB,No
4680-KUTAJ,Yes
8042-RNLKO,No
1970-KKFWL,No
1307-TVUFB,No
4554-YGZIH,No
0946-CLJTI,No
8646-JCOMS,No
1934-SJVJK,No
7956-XQWGU,Yes
0784-ZQJZX,No
6713-OKOMC,No
6585-WCEWR,No
6682-VCIXC,Yes
5914-DVBWJ,No
5778-BVOFB,No
7107-UBYKY,No
0298-XACET,No
2058-DCJBE,No
4826-TZEVA,Yes
1261-FWTTE,No
5307-UVGNB,No
5542-TBBWB,Yes
5914-XRFQB,No
3354-OADJP,No
2322-VCZHZ,No
2684-EIWEO,No
9798-OPFEM,No
1379-FRVEB,No
1173-XZPYF,No
7321-ZNSLA,No
2612-PHGOX,No
2692-AQCPF,No
2996-XAUVF,No
2065-MMKGR,Yes
5762-TJXGK,No
7682-AZNDK,Yes
5095-AESKG,No
3865-ZFZIB,No
1163-ONYEY,No
3597-MVHJT,No
1818-ESQMW,No
6728-DKUCO,No
8748-HFWBO,No
3590-TCXTB,No
2645-QTLMB,No
6172-FECYY,No
0702-PGIBZ,Yes
4513-CXYIX,No
1094-BKOSX,No
4110-PFEUZ,No
0520-FDVVT,No
2931-VUVJN,Yes
8383-SGHJU,No
5760-IFJOZ,No
5442-UTCVD,No
0623-GDISB,No
4815-TUMEQ,Yes
3589-PPVKW,Yes
2379-ENZGV,No
2550-QHZGP,No
6586-MYGKD,No
0963-ZBDRN,No
3389-YGYAI,No
5712-VBOXD,No
4367-NHWMM,No
7384-GHBPI,No
9972-NKTFD,Yes
9129-UXERG,No
0107-WESLM,Yes
6595-COKXZ,No
2225-ZRGSG,No
0218-QNVAS,No
7576-OYWBN,No
5590-BYNII,Yes
2019-HDCZY,No
3750-YHRYO,No
9659-ZTWSM,No
4840-ORQXB,No
1576-PFZIW,No
3795-CAWEX,No
1156-ZFYDO,No
6723-CEGQI,No
0311-QYWSS,No
0128-MKWSG,No
2888-ADFAO,No
3148-BLQJT,No
0397-ZXWQF,No
2845-KDHVX,No
9200-NLNPD,Yes
9643-AVVWI,No
0612-RTZZA,No
6845-RGTYS,No
0993-OSGPT,No
5402-HTOTQ,No
0923-PNFUB,No
6485-QXWWE,No
9700-ISPUP,No
5701-ZIKJE,No
4462-CYWMH,No
3387-VATUS,No
8714-CTZJW,No
4234-XTNEA,No
4558-FANTW,No
9871-ELEYA,No
0404-SWRVG,No
2869-ADAWR,No
6551-VLJMV,No
6797-LNAQX,No
0582-AVCLN,No
9411-TPQQV,No
7251-LJBQN,No
2040-LDIWQ,No
0674-DGMAQ,No
8008-HAWED,Yes
6837-BJYDQ,Yes
4537-DKTAL,No
8966-OIQHG,No
0604-THJFP,No
6297-NOOPG,No
6131-FOYAS,No
3458-IDMFK,No
4750-ZRXIU,No
8098-LLAZX,No
5226-NOZFC,No
9221-OTIVJ,No
3769-MHZNV,No
3308-JSGML,No
9367-TCUYN,No
1399-UBQIU,No
4913-EHYUI,No
7542-CYDDM,No
2575-GFSOE,Yes
9290-SHCMB,No
4879-GZLFH,No
5519-TEEUH,No
1450-SKCVI,Yes
9617-UDPEU,Yes
3298-QEICA,Yes
6311-UEUME,No
2479-BRAMR,No
5985-TBABQ,No
7450-NWRTR,Yes
0301-KOBTQ,No
2519-LBNQL,Yes
4360-QRAVE,Yes
7321-VGNKU,No
8039-ACLPL,No
2720-FVBQP,No
2432-TFSMK,No
4290-BSXUX,Yes
1530-ZTDOZ,Yes
1099-BTKWT,No
8374-UULRV,No
5119-KEPFY,Yes
8087-LGYHQ,No
5649-RXQTV,No
8229-TNIQA,No
0214-JHPFW,Yes
8510-TMWYB,Yes
3453-RTHJQ,No
9068-FHQHD,Yes
2050-ONYDQ,Yes
7421-ZLUPA,No
8777-PVYGU,No
4187-CINZD,No
8785-CJSHH,Yes
0378-NHQXU,No
4706-DGAHW,No
1728-CXQBE,Yes
4184-VODJZ,No
6082-OQFBA,No
5010-IPEAQ,No
4006-HKYHO,No
7404-JLKQG,No
9752-ZNQUT,Yes
7336-RLLRH,Yes
0623-EJQEG,No
3489-VSFRD,No
5233-GEEAX,No
6288-LBEAR,No
7839-NUIAA,No
3836-FZSDJ,No
0661-KBKPA,No
2625-TRCZQ,No
7298-IZWLY,No
3450-WXOAT,Yes
1998-VHJHK,No
1035-IPQPU,No
6661-HBGWL,No
7606-BPHHN,No
1965-AKTSX,Yes
7269-JISCY,Yes
3721-WKIIL,Yes
1591-MQJTP,No
6435-VWCCY,No
8133-ANHHJ,No
4592-IWTJI,No
3090-QFUVD,Yes
6036-TTFYU,No
5090-EMGTC,Yes
4495-LHSSK,No
2378-HTWFW,No
4484-GLZOU,No
9110-HSGTV,Yes
2868-MZAGQ,No
8909-BOLNL,No
8747-UDCOI,No
4946-EDSEW,No
2346-LOCWC,No
2235-DWLJU,Yes
6502-KUGLL,Yes
3062-ICYZQ,No
6427-FEFIG,No
8540-ZQGEA,No
8496-EJAUI,Yes
2070-FNEXE,Yes
6844-DZKRF,No
3914-FDRHP,No
0519-DRGTI,No
7876-DNYAP,Yes
5921-NGYRH,No
3259-KNMRR,No
6861-XWTWQ,No
2108-XWMPY,Yes
8361-LTMKD,Yes
8942-DBMHZ,Yes
0916-KNFAJ,No
7571-YXDAD,No
0487-RPVUM,No
9432-VOFYX,No
1919-RTPQD,No
7968-QUXNS,No
1000-AJSLD,No
2088-IEBAU,No
5286-YHCVC,No
0784-GTUUK,No
9770-LXDBK,Yes
5099-BAILX,Yes
2929-ERCFZ,No
4134-BSXLX,Yes
9909-DFRJA,No
3815-SLMEF,No
8980-WQFWL,No
2770-NSVDG,Yes
6390-DSAZX,No
4538-WNTMJ,No
4676-WLUHT,Yes
4971-PUYQO,Yes
5073-RZGBK,No
6823-SIDFQ,Yes
6397-JNZZG,No
5846-NEQVZ,No
4855-SNKMY,No
4468-YDOVK,No
2911-UREFD,No
6917-YACBP,No
9845-QOMAD,Yes
1272-ILHFG,Yes
5183-KLYEM,No
3454-JFUBC,Yes
2928-HLDBA,No
8884-FEEWR,Yes
3810-PJUHR,No
6479-SZPLM,No
2072-ZVJJX,Yes
5917-HBSDW,No
0432-CAJZV,No
3656-TKRVZ,Yes
7636-PEPNS,No
2363-BJLSL,No
4429-WYGFR,No
6599-RCLCJ,No
3156-QLHBO,No
0602-DDUML,No
8409-WQJUX,Yes
8690-UPCZI,No
0208-BPQEJ,No
3327-YBAKM,Yes
8734-DKSTZ,Yes
8086-OVPWV,Yes
5334-AFQJB,No
7629-WFGLW,No
0036-IHMOT,No
4518-FZBSX,Yes
4937-QPZPO,No
9367-WXLCH,Yes
8168-UQWWF,No
4431-EDMIQ,Yes
1087-GRUYI,No
6910-HADCM,No
4020-KIUDI,No
6497-TILVL,No
4374-YMUSQ,No
6115-ZTBFQ,No
0168-XZKBB,No
7234-KMNRQ,Yes
4194-WHFCB,No
2862-PFNIK,Yes
8410-BGQXN,No
2919-HBCJO,No
0420-TXVSG,No
9445-SZLCH,No
7176-WIONM,Yes
5346-BZCHP,No
5311-IHLEI,Yes
5438-QMDDL,No
7321-KKSDU,No
0320-DWVTU,Yes
1577-HKTFG,No
9571-EDEBV,Yes
9763-GRSKD,No
9503-XJUME,No
0825-CPPQH,Yes
5871-DGTXZ,No
2754-SDJRD,No
9661-MHUMO,No
1796-JANOW,No
3577-AMVUX,Yes
5028-GZLDO,No
3059-NGMXB,No
6061-PQHMK,No
8755-IWJHN,No
7176-WRTNX,No
9546-CQJSU,Yes
2223-GDSHL,No
4534-WGCIR,No
6537-QLGEX,Yes
2400-FEQME,No
5075-JSDKI,No
5671-UUNXD,No
8974-OVACP,Yes
6704-UTUKK,No
0303-WMMRN,No
3696-DFHHB,No
5405-ZMYXQ,Yes
9473-CBZOP,No
6982-SSHFK,No
1599-EAHXY,No
6029-WTIPC,Yes
8847-GEOOQ,No
2604-IJPDU,Yes
2897-DOVND,No
9102-IAYHT,No
3873-WOSBC,No
5206-HPJKM,No
2348-KCJLT,No
6646-JPPHA,No
8404-VLQFB,Yes
2929-QNSRW,No
7311-MQJCH,No
7010-BRBUU,Yes
7572-KPVKK,No
9577-WJVCQ,Yes
5389-FFVKB,No
1178-PZGAB,No
5639-NTUPK,No
9135-MGVPY,No
1335-MXCSE,No
9506-UXUSK,No
0215-BQKGS,No
8207-VVMYB,No
5883-GTGVD,No
9885-MFVSU,No
2307-FYNNL,No
3606-SBKRY,No
3178-FESZO,No
4195-NZGTA,No
4652-ODEVH,Yes
5998-DZLYR,No
9518-RWHZL,No
0620-DLSLK,No
4990-ALDGW,No
5447-WZAFP,No
9063-ZGTUY,No
2845-HSJCY,No
5599-HVLTW,No
1352-VHKAJ,No
2186-QZEYA,No
8213-TAZPM,No
2900-PHPLN,No
6402-ZFPPI,No
5688-KZTSN,Yes
3508-VLHCZ,No
3207-OYBWH,Yes
9589-ABEPT,No
1599-MMYRQ,No
1480-IVEVR,No
1455-UGQVH,No
9257-AZMTZ,No
6896-SRVYQ,Yes
9995-HOTOH,No
7921-LMDFQ,No
3798-EPWRR,No
6308-CQRBU,No
7206-PQBBZ,No
8277-RVRSV,Yes
8809-RIHDD,No
4361-JEIVL,No
3920-HIHMQ,No
5562-YJQGT,No
1757-TCATG,No
6770-UAYGJ,No
6339-DKLMK,No
7047-FWEYA,No
4329-YPDDQ,Yes
3716-LRGXK,Yes
7663-ZTEGJ,Yes
5846-ABOBJ,No
0947-IDHRQ,No
6818-DJXAA,No
3546-GHEAE,Yes
8085-MSNLK,No
8224-DWCKX,No
1755-FZQEC,No
3424-NMNBO,No
8160-HOWOX,No
3801-HMYNL,Yes
1228-FZFRV,No
0115-TFERT,Yes
3500-RMZLT,No
3799-ISUZQ,No
9838-BFCQT,No
1475-VWVDO,No
9754-CLVZW,Yes
7048-GXDAY,No
3597-YASZG,No
0434-CSFON,No
3050-RLLXC,No
3957-HHLMR,No
1915-IOFGU,No
6900-RBKER,Yes
2208-NQBCT,Yes
6754-LZUKA,No
2546-KZAAT,No
1722-LDZJS,Yes
8740-CRYFY,No
9776-OJUZI,No
9685-WKZGT,No
5345-BMKWB,No
0237-YFUTL,No
2324-AALNO,No
8050-DVOJX,Yes
4825-XJGDM,No
4760-XOHVN,Yes
7989-VCQOH,Yes
5743-KHMNA,Yes
8347-GDTMP,No
2294-SALNE,No
7233-IOQNP,No
9451-WLYRI,No
3733-UOCWF,No
0983-TATYJ,No
4385-ZKVNW,No
0219-YTZUE,No
2123-AGEEN,No
1575-KRZZE,No
1641-RQDAY,Yes
0307-BCOPK,No
8631-NBHFZ,Yes
0104-PPXDV,No
9000-PLFUZ,Yes
7816-VGHTO,Yes
7250-EQKIY,Yes
6284-KMNUF,No
7014-ZZXAW,No
5906-DVAPM,Yes
0931-MHTEM,No
6766-HFKLA,No
9796-MVYXX,No
5380-WJKOV,No
2516-VQRRV,No
6086-ESGRL,No
7641-TQFHN,No
1309-XGFSN,No
5171-EPLKN,No
7013-PSXHK,No
4611-ANLQC,No
6650-BWFRT,No
9283-LZQOH,No
9114-DPSIA,No
9680-NIAUV,Yes
3533-UVMOM,Yes
6647-ZEDXT,Yes
